capture_date,last_update,confirmed,deaths,recovered,active,incident_rate,case_fatality_ratio,uid
2021-04-15,2021-04-15 04:20:54,722,0,0,0,8883.967023501908,0.0,84000008
2021-04-15,2021-04-15 04:20:54,23863,231,0,0,6686.205341006839,0.9680258140217073,84000008
2021-04-15,2021-04-15 04:20:54,1075,11,0,0,7410.726595891355,1.0232558139534884,84000008
2021-04-15,2021-04-15 04:20:54,1009,4,0,0,17698.649359761446,0.39643211100099107,84000008
2021-04-15,2021-04-15 04:20:54,3869,65,0,0,17265.384443750278,1.6800206771775652,84000008
2021-04-15,2021-04-15 04:20:54,13895,209,0,0,9010.440308669997,1.5041381792011514,84000008
2021-04-15,2021-04-15 04:20:54,86,1,0,0,11183.35500650195,1.1627906976744187,84000008
2021-04-15,2021-04-15 04:20:54,721,22,0,0,5427.990664759467,3.0513176144244105,84000008
2021-04-15,2021-04-15 04:20:54,1845,23,0,0,7046.5569262498575,1.2466124661246611,84000008
2021-04-15,2021-04-15 04:20:54,3359,57,0,0,7855.839842836428,1.6969336111938076,84000008
2021-04-15,2021-04-15 04:20:54,2559,93,0,0,8803.495252511353,3.634232121922626,84000008
2021-04-15,2021-04-15 04:20:54,1907,63,0,0,10433.307801728854,3.3036182485579446,84000008
2021-04-15,2021-04-15 04:20:54,277,3,0,0,5593.6995153473335,1.0830324909747293,84000008
2021-04-15,2021-04-15 04:20:54,0,0,0,0,0.0,0.0,84000008
2021-04-15,2021-04-15 04:20:54,649,5,0,0,3443.884319448129,0.7704160246533128,84000008
2021-04-15,2021-04-15 04:20:54,354,13,0,0,8300.117233294255,3.672316384180791,84000008
2021-04-15,2021-04-15 04:20:54,2548,4,0,0,14341.194349074129,0.15698587127158556,84000008
2021-04-15,2021-04-15 04:20:54,1178,21,0,0,9677.949392047321,1.7826825127334465,84000008
2021-04-15,2021-04-15 04:20:54,16607,366,0,0,9860.23369591032,2.203889925934847,84000008
2021-04-15,2021-04-15 04:20:54,543,4,0,0,8586.337760910816,0.7366482504604052,84000008
2021-04-15,2021-04-15 04:20:54,772,14,0,0,6851.868287920476,1.8134715025906736,84000008
2021-04-15,2021-04-15 04:20:54,2141,20,0,0,8350.885404477729,0.9341429238673518,84000008
2021-04-15,2021-04-15 04:20:54,346,4,0,0,5070.339976553341,1.1560693641618498,84000008
2021-04-15,2021-04-15 04:20:54,46,0,0,0,6318.68131868132,0.0,84000008
2021-04-15,2021-04-15 04:20:54,859,0,0,0,10502.506418877614,0.0,84000008
2021-04-15,2021-04-15 04:20:54,207,2,0,0,9208.185053380783,0.966183574879227,84000008
2021-04-15,2021-04-15 04:20:54,3599,7,0,0,11605.559317661477,0.1944984717977216,84000008
2021-04-15,2021-04-15 04:20:54,1515,14,0,0,5967.386166692926,0.9240924092409241,84000008
2021-04-15,2021-04-15 04:20:54,60,0,0,0,0.0,0.0,84000008
2021-04-15,2021-04-15 04:20:54,440,12,0,0,8964.955175224124,2.727272727272727,84000008
2021-04-15,2021-04-15 04:20:54,28742,329,0,0,8857.537319872292,1.1446663419386265,84000008
2021-04-15,2021-04-15 04:20:54,847,17,0,0,8453.937518714443,2.0070838252656436,84000008
2021-04-15,2021-04-15 04:20:54,94841,2140,0,0,10053.830464778042,2.25640809354604,84000009
2021-04-15,2021-04-15 04:20:54,79004,2367,0,0,8859.731754362356,2.996050832869222,84000009
2021-04-15,2021-04-15 04:20:54,13761,287,0,0,7630.882866696611,2.085604243877625,84000009
2021-04-15,2021-04-15 04:20:54,12147,357,0,0,7478.022113324632,2.9389972832798223,84000009
2021-04-15,2021-04-15 04:20:54,85768,2028,0,0,10034.196853608686,2.36451823523925,84000009
2021-04-15,2021-04-15 04:20:54,21342,426,0,0,8047.329245944662,1.9960640989597975,84000009
2021-04-15,2021-04-15 04:20:54,9048,178,0,0,6003.144883592864,1.967285587975243,84000009
2021-04-15,2021-04-15 04:20:54,1098,12,0,0,0.0,1.092896174863388,84000009
2021-04-15,2021-04-15 04:20:54,10289,189,0,0,8810.433114692332,1.836913208280688,84000009
2021-04-15,2021-04-15 04:20:54,16439,327,0,0,9093.071366145608,1.9891720907597785,84000010
2021-04-15,2021-04-15 04:20:54,58498,795,0,0,10469.384504423242,1.3590208212246573,84000010
2021-04-15,2021-04-15 04:20:54,24370,469,0,0,10404.525563027004,1.9244973327862125,84000010
2021-04-15,2021-04-15 04:20:54,208,0,0,0,0.0,0.0,84000010
2021-04-15,2020-08-04 02:27:56,49,0,0,0,0.0,0.0,84088888
2021-04-15,2021-04-15 04:20:54,46209,1088,0,0,6547.511934129556,2.3545196823129695,84000011
2021-04-15,2021-04-15 04:20:54,23975,262,0,0,8911.214935902439,1.0928050052137643,84000012
2021-04-15,2021-04-15 04:20:54,3409,60,0,0,11670.660732625813,1.7600469345849223,84000012
2021-04-15,2021-04-15 04:20:54,19674,377,0,0,11261.268996308065,1.916234624377351,84000012
2021-04-15,2021-04-15 04:20:54,2945,55,0,0,10442.892096024965,1.867572156196944,84000012
2021-04-15,2021-04-15 04:20:54,38872,836,0,0,6457.76503384047,2.1506482815394112,84000012
2021-04-15,2021-04-15 04:20:54,225352,2733,0,0,11540.072655468259,1.2127693563846782,84000012
2021-04-15,2021-04-15 04:20:54,1665,43,0,0,11804.324707550513,2.5825825825825826,84000012
2021-04-15,2021-04-15 04:20:54,12178,400,0,0,6446.455984331164,3.284611594678929,84000012
2021-04-15,2021-04-15 04:20:54,10587,432,0,0,7074.176283100691,4.080476055539813,84000012
2021-04-15,2021-04-15 04:20:54,17769,331,0,0,8104.373050188825,1.8627947549102368,84000012
2021-04-15,2021-04-15 04:20:54,33911,506,0,0,8810.294568487563,1.4921411931231754,84000012
2021-04-15,2021-04-15 04:20:54,7975,164,0,0,11124.905839354964,2.0564263322884013,84000012
2021-04-15,2021-04-15 04:20:54,4183,87,0,0,11007.605063024655,2.079846999760937,84000012
2021-04-15,2021-04-15 04:20:54,1568,23,0,0,9318.911208843456,1.4668367346938775,84000012
2021-04-15,2021-04-15 04:20:54,94630,1341,0,0,9880.397387640887,1.417098171827116,84000012
2021-04-15,2021-04-15 04:20:54,35294,675,0,0,11087.724148330592,1.91250637502125,84000012
2021-04-15,2021-04-15 04:20:54,6953,102,0,0,6041.831405705547,1.466992665036675,84000012
2021-04-15,2021-04-15 04:20:54,1305,17,0,0,10762.886597938144,1.3026819923371646,84000012
2021-04-15,2021-04-15 04:20:54,5575,92,0,0,12209.811651335962,1.6502242152466369,84000012
2021-04-15,2021-04-15 04:20:54,1552,41,0,0,8352.168765471963,2.6417525773195876,84000012
2021-04-15,2021-04-15 04:20:54,934,19,0,0,6762.725363840417,2.0342612419700212,84000012
2021-04-15,2021-04-15 04:20:54,1926,42,0,0,14121.269887821687,2.1806853582554515,84000012
2021-04-15,2021-04-15 04:20:54,1604,24,0,0,11117.271971167173,1.4962593516209477,84000012
2021-04-15,2021-04-15 04:20:54,2980,42,0,0,11062.850354530945,1.4093959731543624,84000012
2021-04-15,2021-04-15 04:20:54,4560,78,0,0,10851.458759697302,1.7105263157894737,84000012
2021-04-15,2021-04-15 04:20:54,12970,447,0,0,6688.32508250825,3.446414803392444,84000012
2021-04-15,2021-04-15 04:20:54,7983,331,0,0,7515.463044030841,4.146310910685206,84000012
2021-04-15,2021-04-15 04:20:54,127969,1646,0,0,8693.735189895433,1.2862490134329407,84000012
2021-04-15,2021-04-15 04:20:54,2221,48,0,0,11321.812713462812,2.161188653759568,84000012
2021-04-15,2021-04-15 04:20:54,12066,287,0,0,7544.880973968722,2.3785844521796786,84000012
2021-04-15,2021-04-15 04:20:54,6103,156,0,0,13149.049855647005,2.5561199410126165,84000012
2021-04-15,2021-04-15 04:20:54,1444,27,0,0,10136.17857644251,1.8698060941828254,84000012
2021-04-15,2021-04-15 04:20:54,1608,26,0,0,19092.85205414391,1.6169154228855722,84000012
2021-04-15,2021-04-15 04:20:54,27913,615,0,0,7603.277420338963,2.2032744599290655,84000012
2021-04-15,2021-04-15 04:20:54,65544,940,0,0,8505.833940021568,1.434151104601489,84000012
2021-04-15,2021-04-15 04:20:54,30794,307,0,0,10489.062680954554,0.9969474572968761,84000012
2021-04-15,2021-04-15 04:20:54,3239,47,0,0,7804.255114088139,1.4510651435628281,84000012
2021-04-15,2021-04-15 04:20:54,1061,16,0,0,12700.502753172132,1.5080113100848256,84000012
2021-04-15,2021-04-15 04:20:54,2039,44,0,0,11025.793543502949,2.157920549288867,84000012
2021-04-15,2021-04-15 04:20:54,36362,646,0,0,9017.167882198024,1.7765799460975744,84000012
2021-04-15,2021-04-15 04:20:54,29733,939,0,0,8133.125808648746,3.158107153667642,84000012
2021-04-15,2021-04-15 04:20:54,11780,311,0,0,7316.770186335404,2.640067911714771,84000012
2021-04-15,2021-04-15 04:20:54,464557,5996,0,0,17098.53732507895,1.2906919925864857,84000012
2021-04-15,2021-04-15 04:20:54,6674,50,0,0,8991.21625262704,0.7491759065028468,84000012
2021-04-15,2021-04-15 04:20:54,8072,123,0,0,9108.039492242597,1.5237859266600595,84000012
2021-04-15,2021-04-15 04:20:54,20038,357,0,0,9508.489214095229,1.7816149316299033,84000012
2021-04-15,2021-04-15 04:20:54,3860,87,0,0,9153.860747486246,2.2538860103626943,84000012
2021-04-15,2021-04-15 04:20:54,129839,1216,0,0,9317.794943779909,0.9365444897141845,84000012
2021-04-15,2021-04-15 04:20:54,41633,490,0,0,11079.943899018232,1.1769509763889223,84000012
2021-04-15,2021-04-15 04:20:54,137132,2704,0,0,9161.861875906116,1.9718227693025698,84000012
2021-04-15,2021-04-15 04:20:54,38387,714,0,0,6929.7243238071505,1.8600046890874515,84000012
2021-04-15,2021-04-15 04:20:54,75615,1569,0,0,7755.416432477672,2.074985121999603,84000012
2021-04-15,2021-04-15 04:20:54,63919,1275,0,0,8819.126434751655,1.9947120574477073,84000012
2021-04-15,2021-04-15 04:20:54,6194,136,0,0,8311.751050039586,2.195673232160155,84000012
2021-04-15,2021-04-15 04:20:54,17959,282,0,0,9743.751119020362,1.5702433320340776,84000012
2021-04-15,2021-04-15 04:20:54,30849,804,0,0,7112.2925610155335,2.6062433142079158,84000012
2021-04-15,2021-04-15 04:20:54,31680,475,0,0,6714.339608245413,1.4993686868686869,84000012
2021-04-15,2021-04-15 04:20:54,21767,203,0,0,8224.141579011002,0.9326044011577158,84000012
2021-04-15,2021-04-15 04:20:54,24912,606,0,0,7588.250882584975,2.432562620423892,84000012
2021-04-15,2021-04-15 04:20:54,9035,266,0,0,6822.9874641292845,2.9441062534587714,84000012
2021-04-15,2021-04-15 04:20:54,5265,137,0,0,11853.569579215166,2.6020892687559356,84000012
2021-04-15,2021-04-15 04:20:54,2703,45,0,0,12531.874449441328,1.664816870144284,84000012
2021-04-15,2021-04-15 04:20:54,3505,0,0,0,0.0,0.0,84000012
2021-04-15,2021-04-15 04:20:54,1788,71,0,0,11734.593423902345,3.970917225950783,84000012
2021-04-15,2021-04-15 04:20:54,40528,753,0,0,7324.990420832702,1.857974733517568,84000012
2021-04-15,2021-04-15 04:20:54,3311,54,0,0,9813.56886688995,1.630927212322561,84000012
2021-04-15,2021-04-15 04:20:54,7560,85,0,0,10206.42356657801,1.1243386243386244,84000012
2021-04-15,2021-04-15 04:20:54,2699,51,0,0,10595.532524633925,1.8895887365690998,84000012
2021-04-15,2021-04-15 04:20:54,2275,70,0,0,12373.545088654411,3.076923076923077,84000013
2021-04-15,2021-04-15 04:20:54,1015,19,0,0,12431.108389467236,1.8719211822660098,84000013
2021-04-15,2021-04-15 04:20:54,1618,36,0,0,14493.013256897168,2.2249690976514214,84000013
2021-04-15,2021-04-15 04:20:54,227,9,0,0,7472.021066491113,3.9647577092511015,84000013
2021-04-15,2021-04-15 04:20:54,4435,125,0,0,9879.705947872575,2.818489289740699,84000013
2021-04-15,2021-04-15 04:20:54,1772,34,0,0,9212.852240823542,1.9187358916478556,84000013
2021-04-15,2021-04-15 04:20:54,9629,129,0,0,11567.755886592984,1.3397029805794993,84000013
2021-04-15,2021-04-15 04:20:54,14242,220,0,0,13219.105608049154,1.5447268642044656,84000013
2021-04-15,2021-04-15 04:20:54,2064,78,0,0,12359.281437125746,3.7790697674418605,84000013
2021-04-15,2021-04-15 04:20:54,1810,42,0,0,9331.339897922358,2.320441988950276,84000013
2021-04-15,2021-04-15 04:20:54,15502,432,0,0,10121.5077142055,2.7867371952006192,84000013
2021-04-15,2021-04-15 04:20:54,1434,51,0,0,11139.594500116524,3.5564853556485354,84000013
2021-04-15,2021-04-15 04:20:54,1587,37,0,0,8304.987178816265,2.3314429741650913,84000013
2021-04-15,2021-04-15 04:20:54,1373,47,0,0,8882.706864203921,3.4231609613983975,84000013
2021-04-15,2021-04-15 04:20:54,3530,36,0,0,8908.067731597142,1.019830028328612,84000013
2021-04-15,2021-04-15 04:20:54,6678,111,0,0,8388.60416038589,1.6621743036837378,84000013
2021-04-15,2021-04-15 04:20:54,2510,59,0,0,11213.867667426171,2.350597609561753,84000013
2021-04-15,2021-04-15 04:20:54,2955,79,0,0,11850.336862367662,2.673434856175973,84000013
2021-04-15,2021-04-15 04:20:54,577,15,0,0,9322.992405881403,2.5996533795493932,84000013
2021-04-15,2021-04-15 04:20:54,3878,32,0,0,7093.988951084771,0.8251676121712223,84000013
2021-04-15,2021-04-15 04:20:54,927,65,0,0,8580.949736184393,7.011866235167206,84000013
2021-04-15,2021-04-15 04:20:54,11124,233,0,0,9270.618041202746,2.0945702984537937,84000013
2021-04-15,2021-04-15 04:20:54,6052,67,0,0,8955.31222255105,1.1070720423000662,84000013
2021-04-15,2021-04-15 04:20:54,1343,32,0,0,10028.375149342892,2.3827252419955323,84000013
2021-04-15,2021-04-15 04:20:54,22597,427,0,0,7807.414573471997,1.8896313669956188,84000013
2021-04-15,2021-04-15 04:20:54,3770,14,0,0,34564.95828367103,0.3713527851458886,84000013
2021-04-15,2021-04-15 04:20:54,2742,68,0,0,11061.357860341279,2.4799416484318018,84000013
2021-04-15,2021-04-15 04:20:54,30176,309,0,0,11661.185672384678,1.0239925768822906,84000013
2021-04-15,2021-04-15 04:20:54,14776,140,0,0,11513.975578776755,0.9474824038982134,84000013
2021-04-15,2021-04-15 04:20:54,237,3,0,0,8362.73817925194,1.2658227848101267,84000013
2021-04-15,2021-04-15 04:20:54,25423,443,0,0,8698.880433592467,1.7425166188097392,84000013
2021-04-15,2021-04-15 04:20:54,951,26,0,0,14369.900271985493,2.7339642481598316,84000013
2021-04-15,2021-04-15 04:20:54,75798,1012,0,0,9971.57106378948,1.3351275759254861,84000013
2021-04-15,2021-04-15 04:20:54,5264,167,0,0,12164.629214521758,3.1724924012158056,84000013
2021-04-15,2021-04-15 04:20:54,4610,114,0,0,10109.649122807017,2.472885032537961,84000013
2021-04-15,2021-04-15 04:20:54,16449,197,0,0,10496.190512653624,1.1976411939935558,84000013
2021-04-15,2021-04-15 04:20:54,1802,40,0,0,10434.279096699478,2.2197558268590454,84000013
2021-04-15,2021-04-15 04:20:54,13753,206,0,0,9260.718205630636,1.4978550134516107,84000013
2021-04-15,2021-04-15 04:20:54,655,19,0,0,5280.554659787165,2.900763358778626,84000013
2021-04-15,2021-04-15 04:20:54,2031,77,0,0,9078.312175934205,3.79123584441162,84000013
2021-04-15,2021-04-15 04:20:54,1378,12,0,0,8550.508811119384,0.8708272859216255,84000013
2021-04-15,2021-04-15 04:20:54,2961,41,0,0,11341.351309943313,1.3846673421141507,84000013
2021-04-15,2021-04-15 04:20:54,63256,965,0,0,8330.863943884935,1.5255469836853421,84000013
2021-04-15,2021-04-15 04:20:54,2879,67,0,0,10903.650961975458,2.327196943383119,84000013
2021-04-15,2021-04-15 04:20:54,2081,101,0,0,10099.490414947828,4.853435848149928,84000013
2021-04-15,2021-04-15 04:20:54,1057,43,0,0,7893.950709484691,4.068117313150426,84000013
2021-04-15,2021-04-15 04:20:54,7323,295,0,0,8325.753785983901,4.028403659702308,84000013
2021-04-15,2021-04-15 04:20:54,14626,209,0,0,9994.328392885207,1.4289621222480515,84000013
2021-04-15,2021-04-15 04:20:54,1158,48,0,0,11364.08243375859,4.1450777202072535,84000013
2021-04-15,2021-04-15 04:20:54,465,9,0,0,11607.588617074387,1.935483870967742,84000013
2021-04-15,2021-04-15 04:20:54,4467,67,0,0,6947.555057857408,1.4998880680546227,84000013
2021-04-15,2021-04-15 04:20:54,2266,71,0,0,11805.772637282484,3.1332744924977933,84000013
2021-04-15,2021-04-15 04:20:54,2523,81,0,0,11141.040360328536,3.2104637336504163,84000013
2021-04-15,2021-04-15 04:20:54,947,29,0,0,8888.68030786559,3.062302006335797,84000013
2021-04-15,2021-04-15 04:20:54,2330,66,0,0,8897.204826638155,2.832618025751073,84000013
2021-04-15,2021-04-15 04:20:54,8671,166,0,0,7578.154359776614,1.9144274016837735,84000013
2021-04-15,2021-04-15 04:20:54,11787,215,0,0,11966.740441430284,1.8240434376855859,84000013
2021-04-15,2021-04-15 04:20:54,21681,179,0,0,8876.48821708727,0.8256076749227435,84000013
2021-04-15,2021-04-15 04:20:54,2605,49,0,0,11156.794723542764,1.8809980806142035,84000013
2021-04-15,2021-04-15 04:20:54,93886,1324,0,0,8824.394677504399,1.410220906205398,84000013
2021-04-15,2021-04-15 04:20:54,2881,82,0,0,9184.226465618925,2.846233946546338,84000013
2021-04-15,2021-04-15 04:20:54,263,19,0,0,8852.238303601482,7.224334600760456,84000013
2021-04-15,2021-04-15 04:20:54,7882,168,0,0,9241.194953805749,2.1314387211367674,84000013
2021-04-15,2021-04-15 04:20:54,8008,111,0,0,13815.710021910527,1.3861138861138862,84000013
2021-04-15,2021-04-15 04:20:54,2070,59,0,0,8403.361344537816,2.8502415458937196,84000013
2021-04-15,2021-04-15 04:20:54,1793,62,0,0,9784.981445099324,3.4578918014500837,84000013
2021-04-15,2021-04-15 04:20:54,98582,1103,0,0,10529.452603471294,1.1188655129739709,84000013
2021-04-15,2021-04-15 04:20:54,5013,155,0,0,11059.389339922343,3.0919609016556953,84000013
2021-04-15,2021-04-15 04:20:54,26661,449,0,0,13040.926232996317,1.6841078729229961,84000013
2021-04-15,2021-04-15 04:20:54,905,62,0,0,10701.194276930351,6.850828729281768,84000013
2021-04-15,2021-04-15 04:20:54,2575,79,0,0,8643.25993555317,3.0679611650485437,84000013
2021-04-15,2021-04-15 04:20:54,2494,57,0,0,7077.988420933138,2.285485164394547,84000013
2021-04-15,2021-04-15 04:20:54,2333,51,0,0,8902.881129555428,2.186026575225032,84000013
2021-04-15,2021-04-15 04:20:54,842,18,0,0,7061.981045039001,2.137767220902613,84000013
2021-04-15,2021-04-15 04:20:54,24259,311,0,0,10342.29901816585,1.2819984335710457,84000013
2021-04-15,2021-04-15 04:20:54,14209,246,0,0,9000.84250267637,1.7312970652403405,84000013
2021-04-15,2021-04-15 04:20:54,902,28,0,0,9579.43925233645,3.104212860310421,84000013
2021-04-15,2021-04-15 04:20:54,9642,146,0,0,13212.38198336462,1.514208670400332,84000013
2021-04-15,2021-04-15 04:20:54,1372,38,0,0,9649.06111540896,2.7696793002915454,84000013
2021-04-15,2021-04-15 04:20:54,1860,45,0,0,12305.656632484288,2.4193548387096775,84000013
2021-04-15,2021-04-15 04:20:54,1919,64,0,0,12491.863038666841,3.335070349140177,84000013
2021-04-15,2021-04-15 04:20:54,843,42,0,0,9716.459197786999,4.98220640569395,84000013
2021-04-15,2021-04-15 04:20:54,1105,49,0,0,11459.089494970445,4.4343891402714934,84000013
2021-04-15,2021-04-15 04:20:54,1972,57,0,0,6862.7109796415525,2.890466531440162,84000013
2021-04-15,2021-04-15 04:20:54,1981,55,0,0,10384.232321643864,2.7763755678950024,84000013
2021-04-15,2021-04-15 04:20:54,764,13,0,0,7329.943394416195,1.7015706806282722,84000013
2021-04-15,2021-04-15 04:20:54,5483,165,0,0,11531.99007277163,3.0093014772934525,84000013
2021-04-15,2021-04-15 04:20:54,2688,57,0,0,8962.389970658842,2.1205357142857144,84000013
2021-04-15,2021-04-15 04:20:54,3846,60,0,0,6260.275087490843,1.5600624024960998,84000013
2021-04-15,2021-04-15 04:20:54,792,26,0,0,9998.737533139754,3.282828282828283,84000013
2021-04-15,2021-04-15 04:20:54,827,11,0,0,4228.232527225318,1.3301088270858525,84000013
2021-04-15,2021-04-15 04:20:54,12358,202,0,0,10525.867502512649,1.634568700436964,84000013
2021-04-15,2021-04-15 04:20:54,2879,67,0,0,8565.903005058019,2.327196943383119,84000013
2021-04-15,2021-04-15 04:20:54,839,29,0,0,6480.265698617442,3.4564958283671037,84000013
2021-04-15,2021-04-15 04:20:54,3180,56,0,0,10642.570281124496,1.7610062893081762,84000013
2021-04-15,2021-04-15 04:20:54,550,19,0,0,6579.734417992583,3.4545454545454546,84000013
2021-04-15,2021-04-15 04:20:54,2400,47,0,0,11261.26126126126,1.9583333333333333,84000013
2021-04-15,2021-04-15 04:20:54,835,16,0,0,5807.4836555849215,1.9161676646706587,84000013
2021-04-15,2021-04-15 04:20:54,1951,82,0,0,9217.177682241225,4.202972834443875,84000013
2021-04-15,2021-04-15 04:20:54,840,13,0,0,14690.451206715637,1.5476190476190477,84000013
2021-04-15,2021-04-15 04:20:54,2034,79,0,0,9303.389287837901,3.8839724680432646,84000013
2021-04-15,2021-04-15 04:20:54,2585,99,0,0,9373.413590543189,3.8297872340425534,84000013
2021-04-15,2021-04-15 04:20:54,867,23,0,0,9452.682075883122,2.6528258362168398,84000013
2021-04-15,2021-04-15 04:20:54,2078,28,0,0,10780.244864079685,1.3474494706448508,84000013
2021-04-15,2021-04-15 04:20:54,4802,82,0,0,11976.256983240224,1.7076218242399,84000013
2021-04-15,2021-04-15 04:20:54,15759,432,0,0,8049.793378931292,2.741290691033695,84000013
2021-04-15,2021-04-15 04:20:54,10637,229,0,0,9519.07932416953,2.1528626492432075,84000013
2021-04-15,2021-04-15 04:20:54,3935,70,0,0,9769.116186693149,1.7789072426937738,84000013
2021-04-15,2021-04-15 04:20:54,1455,29,0,0,9535.356183236125,1.993127147766323,84000013
2021-04-15,2021-04-15 04:20:54,28711,605,0,0,0.0,2.1072062972379926,84000013
2021-04-15,2021-04-15 04:20:54,16204,207,0,0,9607.095638150911,1.2774623549740804,84000013
2021-04-15,2021-04-15 04:20:54,2556,56,0,0,9279.024177739057,2.190923317683881,84000013
2021-04-15,2021-04-15 04:20:54,3316,74,0,0,10174.58807646283,2.2316043425814236,84000013
2021-04-15,2021-04-15 04:20:54,2397,56,0,0,12314.410480349343,2.336253650396329,84000013
2021-04-15,2021-04-15 04:20:54,2211,39,0,0,11660.162430123404,1.7639077340569878,84000013
2021-04-15,2021-04-15 04:20:54,5525,90,0,0,12965.526951869148,1.6289592760180995,84000013
2021-04-15,2021-04-15 04:20:54,915,44,0,0,8215.857053066355,4.808743169398907,84000013
2021-04-15,2021-04-15 04:20:54,2128,57,0,0,9620.688096206879,2.6785714285714284,84000013
2021-04-15,2021-04-15 04:20:54,162,2,0,0,7046.5419747716405,1.2345679012345678,84000013
2021-04-15,2021-04-15 04:20:54,1661,48,0,0,9692.478263406663,2.8898254063816977,84000013
2021-04-15,2021-04-15 04:20:54,619,33,0,0,9132.48745942756,5.331179321486268,84000013
2021-04-15,2021-04-15 04:20:54,23895,485,0,0,11798.951204337392,2.0297133291483576,84000013
2021-04-15,2021-04-15 04:20:54,7342,168,0,0,8077.363140292202,2.288204848815037,84000013
2021-04-15,2021-04-15 04:20:54,345,5,0,0,6562.678333650371,1.4492753623188406,84000013
2021-04-15,2021-04-15 04:20:54,952,30,0,0,6816.554489474439,3.1512605042016806,84000013
2021-04-15,2021-04-15 04:20:54,939,18,0,0,11606.922126081585,1.9169329073482428,84000013
2021-04-15,2021-04-15 04:20:54,6052,185,0,0,9073.055184924217,3.0568407138136156,84000013
2021-04-15,2021-04-15 04:20:54,3059,78,0,0,11799.421407907425,2.549852893102321,84000013
2021-04-15,2021-04-15 04:20:54,881,23,0,0,13306.147107687659,2.6106696935300793,84000013
2021-04-15,2021-04-15 04:20:54,2520,99,0,0,8535.428803685138,3.9285714285714284,84000013
2021-04-15,2021-04-15 04:20:54,469,17,0,0,7570.621468926554,3.624733475479744,84000013
2021-04-15,2021-04-15 04:20:54,122,3,0,0,7937.54066363045,2.459016393442623,84000013
2021-04-15,2021-04-15 04:20:54,2279,65,0,0,9012.892509689156,2.8521281263712153,84000013
2021-04-15,2021-04-15 04:20:54,789,25,0,0,9837.905236907729,3.1685678073510775,84000013
2021-04-15,2021-04-15 04:20:54,1271,57,0,0,8013.871374527112,4.484657749803304,84000013
2021-04-15,2021-04-15 04:20:54,788,46,0,0,9236.900715039268,5.83756345177665,84000013
2021-04-15,2021-04-15 04:20:54,4336,123,0,0,9754.561202222672,2.8367158671586714,84000013
2021-04-15,2021-04-15 04:20:54,4814,125,0,0,11844.306662730049,2.596593269630245,84000013
2021-04-15,2021-04-15 04:20:54,3332,109,0,0,12418.934029071934,3.2713085234093637,84000013
2021-04-15,2021-04-15 04:20:54,1173,54,0,0,9744.953061394035,4.603580562659847,84000013
2021-04-15,2021-04-15 04:20:54,838,27,0,0,12143.167656861324,3.2219570405727924,84000013
2021-04-15,2021-04-15 04:20:54,7336,219,0,0,10491.690741111523,2.985278080697928,84000013
2021-04-15,2021-04-15 04:20:54,986,35,0,0,12348.15278647464,3.5496957403651117,84000013
2021-04-15,2021-04-15 04:20:54,701,41,0,0,8633.004926108375,5.848787446504993,84000013
2021-04-15,2021-04-15 04:20:54,3182,12,0,0,0.0,0.3771213073538655,84000013
2021-04-15,2021-04-15 04:20:54,2146,68,0,0,8755.25274366611,3.168685927306617,84000013
2021-04-15,2021-04-15 04:20:54,3391,125,0,0,12883.738601823708,3.6862282512533175,84000013
2021-04-15,2021-04-15 04:20:54,7155,85,0,0,10256.447011940767,1.187980433263452,84000013
2021-04-15,2021-04-15 04:20:54,10327,249,0,0,10917.298320171685,2.4111552241696526,84000013
2021-04-15,2021-04-15 04:20:54,4788,170,0,0,13399.00374993004,3.5505430242272347,84000013
2021-04-15,2021-04-15 04:20:54,515,16,0,0,9802.055576703464,3.1067961165048543,84000013
2021-04-15,2021-04-15 04:20:54,2003,85,0,0,9831.157357416316,4.243634548177734,84000013
2021-04-15,2021-04-15 04:20:54,3501,84,0,0,11698.4662679186,2.3993144815766922,84000013
2021-04-15,2021-04-15 04:20:54,143,4,0,0,5485.232067510548,2.797202797202797,84000013
2021-04-15,2021-04-15 04:20:54,621,24,0,0,7905.7924888605985,3.864734299516908,84000013
2021-04-15,2021-04-15 04:20:54,3128,77,0,0,10156.50366906942,2.4616368286445014,84000013
2021-04-15,2021-04-15 04:20:54,16620,239,0,0,15884.849179951829,1.4380264741275572,84000013
2021-04-15,2021-04-15 04:20:54,818,47,0,0,9473.074696004633,5.745721271393643,84000013
2021-04-15,2021-04-15 04:20:54,1066,26,0,0,10903.140022501791,2.4390243902439024,84000013
2021-04-15,2021-04-15 04:20:54,916,28,0,0,10230.06477551932,3.056768558951965,84000013
2021-04-15,2021-04-15 04:20:54,1747,66,0,0,8628.438781053983,3.777904979965655,84000013
2021-04-15,2020-08-04 02:27:56,103,3,0,0,0.0,2.912621359223301,84099999
2021-04-15,2021-04-15 04:20:54,7851,136,0,0,4780.519883820762,1.7322634059355495,316
2021-04-15,2021-04-15 04:20:54,2654,53,0,0,1317.036617984944,1.9969856819894498,84000015
2021-04-15,2021-04-15 04:20:54,24365,370,0,0,2500.094914335964,1.5185717217319925,84000015
2021-04-15,2021-04-15 04:20:54,202,1,0,0,279.4184775842751,0.49504950495049505,84000015
2021-04-15,2021-04-15 04:20:54,4021,46,0,0,2401.787154231649,1.1439940313354886,84000015
2021-04-15,2021-04-15 04:20:54,1025,3,0,0,0.0,0.2926829268292683,84000015
